model	date	method	resolution	distance_mean	distance_median
3futFH_A	2009-01-14	x-ray diffraction	1.52	1.525062803777626	1.5255984738575956
2wvgFH_F	2009-10-16	x-ray diffraction	1.75	1.5262763164353972	1.5264846123264246
3jslFH_B	2009-09-10	x-ray diffraction	1.8	1.527539784865307	1.5274795297776957
1z4rFH_A	2005-03-16	x-ray diffraction	1.74	1.5242276132809895	1.5241798733006697
1byiFH_A	1998-10-15	x-ray diffraction	0.97	1.5200007327501284	1.5213440074305837
1zhhFH_A	2005-04-25	x-ray diffraction	1.94	1.5276075575555537	1.527875578373974
1mdoFH_A	2002-08-07	x-ray diffraction	1.7	1.522107390670685	1.5216776409790553
3ouzFH_B	2010-09-15	x-ray diffraction	1.9	1.5254501109050649	1.525291376963512
2ph0FH_B	2007-04-10	x-ray diffraction	1.85	1.5231174145239157	1.5234243573354878
2q7dFH_A	2007-06-06	x-ray diffraction	1.6	1.5225711715919366	1.5230627394972691
2p8bFH_A	2007-03-22	x-ray diffraction	1.7	1.5239830027336199	1.5240296596341556
1ufyFH_A	2003-06-11	x-ray diffraction	0.96	1.5213869042005739	1.5214645517403984
2j80FH_A	2006-10-18	x-ray diffraction	1.6	1.5404063986983778	1.5391210967746167
1h99FH_A	2001-03-06	x-ray diffraction	1.55	1.5257531401690174	1.525659509591373
1v98FH_A	2004-01-21	x-ray diffraction	1.82	1.5251048353690562	1.524487931603081
2dt4FH_A	2006-07-10	x-ray diffraction	1.6	1.5199925035554807	1.5194084973022757
3n3sFH_A	2010-05-20	x-ray diffraction	1.7	1.5319405825131418	1.5325887083465228
1yn3FH_B	2005-01-23	x-ray diffraction	1.35	1.5233420491828562	1.5230795967659283
1dpjFH_A	1999-12-27	x-ray diffraction	1.8	1.524430006340017	1.5237954631624477
1y9iFH_A	2004-12-15	x-ray diffraction	1.8	1.5265194300048093	1.527003281630554
1vjoFH_A	2004-03-16	x-ray diffraction	1.7	1.5267654163066597	1.5264719431176563
1suuFH_A	2004-03-26	x-ray diffraction	1.75	1.5238612549999755	1.5232294406783176
3h78FH_A	2009-04-24	x-ray diffraction	1.7	1.5278264975854619	1.527587815428031
1eu1FH_A	2000-04-13	x-ray diffraction	1.3	1.5272005593530775	1.5268947110304711
2i6dFH_A	2006-08-28	x-ray diffraction	1.85	1.5263228754391636	1.5257921778356802
3kevFH_A	2009-10-26	x-ray diffraction	1.3	1.5266276170537436	1.5265634218690902
1oywFH_A	2003-04-07	x-ray diffraction	1.8	1.5233709947293435	1.523253599872975
3h5lFH_B	2009-04-22	x-ray diffraction	1.7	1.5268060554478866	1.5274827311598504
1pn2FH_C	2003-06-12	x-ray diffraction	1.95	1.5280775088362155	1.5274410339133317
2vjpFH_B	2007-12-11	x-ray diffraction	1.95	1.5307830555914943	1.5309806372018486
2arcFH_B	1996-10-29	x-ray diffraction	1.5	1.5264230301358797	1.5270696720838548
3kefFH_B	2009-10-26	x-ray diffraction	1.7	1.5238885894063428	1.5244184438801727
2hlvFH_A	2006-07-10	x-ray diffraction	1.65	1.5278253287189796	1.5282389462070678
2ha8FH_B	2006-06-12	x-ray diffraction	1.6	1.5269206675826361	1.5265829300495564
2oy7FH_A	2007-02-21	x-ray diffraction	1.55	1.521418295077383	1.5216525557559841
3cb6FH_A	2008-02-21	x-ray diffraction	1.84	1.526517813885185	1.5253852047407033
2fojFH_A	2006-01-13	x-ray diffraction	1.6	1.5243063907534269	1.524782243554406
2vn4FH_A	2008-01-30	x-ray diffraction	1.85	1.527763852792161	1.528203242436517
2ffcFH_A	2005-12-19	x-ray diffraction	1.7	1.5290997578072565	1.5291273209870968
2zedFH_A	2007-12-12	x-ray diffraction	1.7	1.5273875199473563	1.5261202775443616
3ekiFH_A	2008-09-19	x-ray diffraction	1.6	1.5231938365320383	1.5231572265228768
1eylFH_A	2000-05-07	x-ray diffraction	1.9	1.5247086510414383	1.5246375220592077
2vn6FH_B	2008-01-31	x-ray diffraction	1.49	1.5284940658451411	1.5273921686949725
1f2tFH_A	2000-05-29	x-ray diffraction	1.6	1.5230989988792512	1.522526669273991
3h74FH_A	2009-04-24	x-ray diffraction	1.3	1.5257570339827633	1.5264658943327638
3ci7FH_A	2008-03-11	x-ray diffraction	1.4	1.5217220162219207	1.522170007201171
3fhgFH_A	2008-12-09	x-ray diffraction	1.9	1.5258409599731455	1.5259078824183563
2yv5FH_A	2007-04-09	x-ray diffraction	1.9	1.5258777525676352	1.5258220604464376
3f6oFH_A	2008-11-06	x-ray diffraction	1.9	1.5293193073556623	1.530092198678719
1w9sFH_A	2004-10-18	x-ray diffraction	1.59	1.5209329437741972	1.5204895529200047
2gi3FH_A	2006-03-28	x-ray diffraction	1.8	1.5279358628733497	1.527051523252079
2ae2FH_A	1999-01-26	x-ray diffraction	1.9	1.5242560368279647	1.5246191632967396
2exhFH_D	2005-11-08	x-ray diffraction	1.88	1.5266831236822873	1.526601142274256
2ehgFH_A	2007-03-06	x-ray diffraction	1.6	1.5233599450588595	1.5243763561410648
2o4vFH_B	2006-12-05	x-ray diffraction	1.94	1.5252063119985775	1.5248221997922475
3b5eFH_B	2007-10-25	x-ray diffraction	1.75	1.5268163463722293	1.5278741732123429
1zr6FH_A	2005-05-19	x-ray diffraction	1.55	1.5235787352911152	1.524363982984143
1yb0FH_B	2004-12-18	x-ray diffraction	1.86	1.5247046146177563	1.5252309138457456
1nwwFH_A	2003-02-07	x-ray diffraction	1.2	1.5207187585173525	1.5211690617943128
1y8aFH_A	2004-12-10	x-ray diffraction	1.4	1.5269375240121905	1.5272131191722957
3fp5FH_A	2009-01-04	x-ray diffraction	1.61	1.5277074821286944	1.5287616938883573
1yzxFH_A	2005-02-28	x-ray diffraction	1.93	1.5258990216806592	1.5263737757278113
1yn8FH_E	2005-01-24	x-ray diffraction	1.7	1.5342084033710128	1.5324291456467363
2bkoFH_A	2005-02-17	x-ray diffraction	1.9	nan	1.5259262710324915
2qsqFH_B	2007-07-31	x-ray diffraction	1.95	1.5267453004605376	1.5264565090547302
1d7oFH_A	1999-10-19	x-ray diffraction	1.9	1.5236743638671602	1.523704377526229
1x6iFH_A	2004-08-11	x-ray diffraction	1.2	1.526191757052552	1.525472116756321
1f4pFH_A	2000-06-08	x-ray diffraction	1.3	1.521177917327415	1.5216962581025877
3n6yFH_B	2010-05-26	x-ray diffraction	1.5	1.5246019062108438	1.5237843896813343
3fl2FH_A	2008-12-18	x-ray diffraction	1.75	1.5294753214151553	1.528295280230979
3cbxFH_A	2008-02-23	x-ray diffraction	1.7	1.5223389669156566	1.5240318886989705
3kwuFH_A	2009-12-01	x-ray diffraction	1.37	1.5184345078677757	1.5186568385007424
1ibyFH_B	2001-03-29	x-ray diffraction	1.65	1.5191617456024387	1.51944727969252
1uvqFH_B	2004-01-22	x-ray diffraction	1.8	1.5234762837256053	1.5233544767297778
3cu4FH_A	2008-04-15	x-ray diffraction	1.3	1.5246067386522557	1.5254745515884547
3n10FH_B	2010-05-14	x-ray diffraction	1.6	1.525371947418864	1.5249540905496515
1n3yFH_A	2002-10-30	x-ray diffraction	1.65	1.5240524468605499	1.5246046981841652
3isgFH_A	2009-08-25	x-ray diffraction	1.4	1.5107850214946519	1.5116352275140748
1dsxFH_C	2000-01-10	x-ray diffraction	1.6	1.522404413363943	1.522160996638127
3ldgFH_A	2010-01-13	x-ray diffraction	1.96	1.526683904752794	1.526805350601113
1vdwFH_A	2004-03-25	x-ray diffraction	1.3	1.5228284507776353	1.523618220554075
1zr3FH_B	2005-05-19	x-ray diffraction	1.66	1.509354211386379	1.5090232291027
3gwnFH_A	2009-04-01	x-ray diffraction	1.78	1.5255426001854777	1.5256258547722452
2gs5FH_A	2006-04-25	x-ray diffraction	1.5	1.5245784985211188	1.524895490424321
1b0nFH_A	1998-11-11	x-ray diffraction	1.9	1.5244605258043862	1.5231948143740104
1ufoFH_D	2003-06-03	x-ray diffraction	1.6	1.5263492351284194	1.526156422208023
3powFH_A	2010-11-23	x-ray diffraction	1.55	1.5297640583903493	1.5295907925673737
3f2eFH_A	2008-10-29	x-ray diffraction	1.67	1.5286087202941614	1.5288182805163597
3ny7FH_A	2010-07-14	x-ray diffraction	1.92	1.5271525282877867	1.525994552226423
1thgFH_A	1992-07-28	x-ray diffraction	1.8	1.5222614011641156	1.5223637145486144
2e4tFH_A	2006-12-16	x-ray diffraction	0.96	1.5262489319144161	1.5266656040514934
1nffFH_B	2002-12-14	x-ray diffraction	1.8	1.5245834584113722	1.5254182253037691
2r84FH_B	2007-09-10	x-ray diffraction	1.9	1.5287363759165713	1.5293237223939011
3pfgFH_A	2010-10-28	x-ray diffraction	1.35	1.5216648125103127	1.5213073522259979
3a9iFH_A	2009-10-28	x-ray diffraction	1.8	1.5276070260596384	1.5278630411597285
2gn0FH_C	2006-04-09	x-ray diffraction	1.7	1.5283459806646729	1.5282987175096485
2vmcFH_A	2008-01-25	x-ray diffraction	1.9	1.5319938445778736	1.532900004917376
1r0kFH_A	2003-09-22	x-ray diffraction	1.91	1.5245599888398327	1.5245857360083626
1c52FH_A	1997-06-23	x-ray diffraction	1.28	1.5270775736341513	1.5281829438282517
1t61FH_C	2004-05-05	x-ray diffraction	1.5	1.524131844336799	1.5241545509021992
2j7yFH_A	2006-10-17	x-ray diffraction	1.8	1.5278884890016249	1.5286480444126962
1t92FH_B	2004-05-14	x-ray diffraction	1.6	1.5251373051247976	1.5253137388319558
2jjsFH_C	2008-04-22	x-ray diffraction	1.85	1.5302227881151478	1.5296181150298525
2w5aFH_A	2008-12-08	x-ray diffraction	1.55	1.5249171045204184	1.524998918847016
2qxfFH_A	2007-08-11	x-ray diffraction	1.5	1.5299023292232794	1.5316043957520724
2beqFH_D	2004-11-29	x-ray diffraction	1.6	1.5288439675546868	1.5275878746822078
2wnsFH_A	2009-07-19	x-ray diffraction	1.9	1.5278109908543513	1.5280986883850163
3fdbFH_A	2008-11-25	x-ray diffraction	1.99	1.527164387066476	1.527623872679896
2oc6FH_A	2006-12-20	x-ray diffraction	1.75	1.526665130356446	1.5259390834258786
3bwlFH_B	2008-01-09	x-ray diffraction	1.73	1.527785028492862	1.5293644547136016
2xlaFH_A	2010-07-20	x-ray diffraction	1.93	1.5247473609931277	1.5242957761806577
3i11FH_A	2009-06-25	x-ray diffraction	1.45	1.5252965334473585	1.5242995689188858
1w70FH_A	2004-08-26	x-ray diffraction	1.46	1.5224770719927387	1.5220140319684488
3jxyFH_A	2009-09-21	x-ray diffraction	1.5	1.5287012080777662	1.5286481964962964
3hsrFH_D	2009-06-10	x-ray diffraction	1.9	1.526340781825538	1.5273708578199465
1nscFH_B	1993-05-24	x-ray diffraction	1.7	1.5233776507516557	1.5238945445449428
1r6xFH_A	2003-10-17	x-ray diffraction	1.4	1.5243297123747763	1.5249204589862724
3nfqFH_A	2010-06-10	x-ray diffraction	1.85	1.526798535318261	1.5261639905346445
3fblFH_A	2008-11-19	x-ray diffraction	1.95	1.530429423182648	1.5300166858141795
2efrFH_B	2007-02-23	x-ray diffraction	1.8	1.5272299034303471	1.527442970833369
2a07FH_K	2005-06-16	x-ray diffraction	1.9	1.5252098202033069	1.525170805395058
1ty9FH_A	2004-07-07	x-ray diffraction	1.8	1.5279257086092801	1.5271279603373513
3d34FH_A	2008-05-09	x-ray diffraction	1.8	1.5237848989813583	1.5241031564366336
2ag5FH_B	2005-07-26	x-ray diffraction	1.84	1.5298892000535502	1.5296867484960839
3it4FH_B	2009-08-27	x-ray diffraction	1.7	1.5268730311285286	1.5270354351094557
1kg2FH_A	2001-11-26	x-ray diffraction	1.2	1.5305269177062424	1.5303772179653208
3mcqFH_A	2010-03-29	x-ray diffraction	1.91	1.5270899988103472	1.5264463602318865
3cqvFH_A	2008-04-03	x-ray diffraction	1.9	1.5280656465303453	1.528515899604312
2g5cFH_D	2006-02-22	x-ray diffraction	1.9	1.52541217082618	1.5254312090524516
3a6rFH_B	2009-09-08	x-ray diffraction	1.2	1.5203386030732209	1.5194416972218798
1nn5FH_A	2003-01-12	x-ray diffraction	1.5	1.5233521089405155	1.5229885931708804
3abaFH_A	2009-12-04	x-ray diffraction	1.8	1.529257655160993	1.5299475544739536
1luzFH_B	2002-05-23	x-ray diffraction	1.8	1.5230578790514842	1.5233060029645773
1jatFH_B	2001-05-31	x-ray diffraction	1.6	1.5256424083757707	1.5257067213406925
2is8FH_A	2006-10-16	x-ray diffraction	1.64	1.524403855731285	1.52509598087348
2fm6FH_A	2006-01-07	x-ray diffraction	1.75	1.5241756780007227	1.5258412454535968
2x8xFH_X	2010-03-13	x-ray diffraction	1.97	1.5302296683622465	1.5307348408286967
1z9lFH_A	2005-04-03	x-ray diffraction	1.7	1.523123886509826	1.5231628408983213
2c3vFH_A	2005-10-12	x-ray diffraction	1.39	1.520652080258754	1.5198452410003727
2cb5FH_A	1999-03-02	x-ray diffraction	1.85	1.5267679069488789	1.5271089081230327
3abfFH_E	2009-12-10	x-ray diffraction	1.94	1.5232571484957063	1.5237413715430213
1eluFH_A	2000-03-14	x-ray diffraction	1.55	1.5270480955333119	1.5262526035149666
2v6xFH_B	2007-07-23	x-ray diffraction	1.98	1.5295330227301627	1.5321784146160629
3fz4FH_A	2009-01-23	x-ray diffraction	1.38	1.524150692675999	1.5248419607554586
2beiFH_B	2005-10-24	x-ray diffraction	1.84	1.5264969309879353	1.5265698217864856
1lcpFH_A	1995-05-12	x-ray diffraction	1.65	1.5311177071231639	1.5314837192220798
3qi7FH_B	2011-01-26	x-ray diffraction	1.86	1.529093461315406	1.528755800215948
3i96FH_A	2009-07-10	x-ray diffraction	1.65	1.5226788206408732	1.5233648719520556
1igqFH_A	2001-04-18	x-ray diffraction	1.7	1.522555347413397	1.523487305561346
2r1bFH_B	2007-08-22	x-ray diffraction	1.72	1.5345362834269374	1.5352136653378992
1ufiFH_B	2003-05-30	x-ray diffraction	1.65	1.5301275366463098	1.5302651295603438
1jm1FH_A	2001-07-17	x-ray diffraction	1.11	1.516663269787633	1.5170033007854173
3dhaFH_A	2008-06-17	x-ray diffraction	0.95	1.5192310652590246	1.5183923258237262
3fe4FH_B	2008-11-27	x-ray diffraction	1.9	1.5265175963484134	1.5263905236185396
1tgxFH_B	1993-11-24	x-ray diffraction	1.55	1.527678097957008	1.5287067407449837
2q9kFH_A	2007-06-12	x-ray diffraction	1.59	1.5247378221039765	1.525415716614347
3defFH_A	2008-06-10	x-ray diffraction	1.96	1.5249637933894238	1.52507183251844
3cijFH_A	2008-03-11	x-ray diffraction	1.07	1.5233603923915404	1.523324266636777
3k28FH_A	2009-09-29	x-ray diffraction	1.95	1.5277985395067404	1.527465294516845
3l55FH_B	2009-12-21	x-ray diffraction	1.6	1.5260279968227872	1.525755266341256
1mg4FH_A	2002-08-14	x-ray diffraction	1.5	1.5226022495369602	1.5221417582841876
3kz5FH_A	2009-12-07	x-ray diffraction	1.58	1.5259948217440997	1.525873061273824
2duyFH_A	2006-07-27	x-ray diffraction	1.75	1.5242382988605614	1.5247323509795565
2wq9FH_A	2009-08-14	x-ray diffraction	1.65	1.5219076925795387	1.5219794477569717
2pgwFH_F	2007-04-10	x-ray diffraction	1.95	1.52623104105911	1.5260817358372407
1i9cFH_A	2001-03-19	x-ray diffraction	1.9	1.5229774514488912	1.522162847645064
2eo5FH_A	2007-03-29	x-ray diffraction	1.9	1.5247175062951694	1.5250936764968512
2rekFH_A	2007-09-26	x-ray diffraction	1.86	1.5303071887670732	1.530893597924254
2v5jFH_A	2007-07-05	x-ray diffraction	1.6	nan	1.5265949262332514
2x49FH_A	2010-01-28	x-ray diffraction	1.5	1.519491720933011	1.517756711833352
1meoFH_A	2002-08-08	x-ray diffraction	1.72	1.5248454716352235	1.5248881496227447
1qxyFH_A	2003-09-09	x-ray diffraction	1.04	1.5209970827062216	1.5199589147171697
3lwkFH_A	2010-02-24	x-ray diffraction	1.7	1.5213276235225992	1.5215021424491861
3orhFH_C	2010-09-07	x-ray diffraction	1.86	1.5315113152636413	1.5316727641114518
1dqsFH_A	1998-04-09	x-ray diffraction	1.8	1.524275080041948	1.5248307763751316
1r9hFH_A	2003-10-29	x-ray diffraction	1.8	1.5232202742734555	1.52349233911742
3ioxFH_A	2009-08-14	x-ray diffraction	1.8	1.5238747427354598	1.524375226373299
2zu2FH_A	2008-10-12	x-ray diffraction	1.8	1.5238855198212742	1.5245486386303013
1astFH_A	1993-04-21	x-ray diffraction	1.8	1.5262871006527217	1.525196245143914
2d1xFH_A	2005-09-01	x-ray diffraction	1.9	1.5228858219257104	1.5226501330207047
2v7bFH_A	2007-07-27	x-ray diffraction	1.84	1.5317975972840119	1.5316277191987007
1hleFH_A	1992-04-13	x-ray diffraction	1.95	1.5263282224809516	1.526518418116802
3a1cFH_A	2009-03-31	x-ray diffraction	1.85	1.5277139396000998	1.5279433972436587
3kgzFH_B	2009-10-29	x-ray diffraction	1.85	1.5224118480985245	1.5237993076577014
2pefFH_A	2007-04-03	x-ray diffraction	1.6	1.525712239070592	1.526115443760929
2pu3FH_A	2007-05-08	x-ray diffraction	1.5	1.5257487369661968	1.5261081945054265
2ja2FH_A	2006-11-20	x-ray diffraction	1.65	1.5264260643110346	1.5253461727279711
3ekgFH_A	2008-09-19	x-ray diffraction	1.6	1.5241922546643907	1.5249001944111442
3b7eFH_A	2007-10-30	x-ray diffraction	1.45	1.524791680676833	1.5248653594174366
2y3zFH_A	2011-01-04	x-ray diffraction	1.83	1.5300468962116776	1.5300801356853648
2wznFH_A	2009-12-01	x-ray diffraction	1.9	1.5233658340623808	1.5242082972517967
2zvpFH_X	2008-11-14	x-ray diffraction	1.3	1.526616130191409	1.5270321492897574
1gn0FH_A	2001-10-01	x-ray diffraction	1.8	1.5264105892112825	1.5255238762982983
3l8eFH_B	2009-12-31	x-ray diffraction	1.64	1.5249484873537946	1.5248837161922968
2wsdFH_A	2009-09-04	x-ray diffraction	1.6	nan	1.5258567869997177
2i9iFH_A	2006-09-05	x-ray diffraction	1.8	1.5313766993699733	1.5310600405532133
2gsoFH_B	2006-04-26	x-ray diffraction	1.3	1.5241664824023704	1.5239862162670685
3ianFH_A	2009-07-14	x-ray diffraction	1.75	1.526649347624843	1.5265398418363643
1oboFH_A	2003-01-31	x-ray diffraction	1.2	1.5240623695041455	1.5247589860520219
2gecFH_A	2006-03-19	x-ray diffraction	1.3	1.5196246261103585	1.5201494684646786
2zhzFH_C	2008-02-12	x-ray diffraction	1.8	1.5256308014925741	1.525978267942012
3mi4FH_A	2010-04-09	x-ray diffraction	0.8	1.5260699406010847	1.526700830418066
2wnfFH_A	2009-07-09	x-ray diffraction	1.25	1.5201485467648685	1.5189004234944645
2o36FH_A	2006-11-30	x-ray diffraction	1.95	1.5256715783644503	1.5258693757060027
1h4gFH_A	2001-05-11	x-ray diffraction	1.1	1.5212712428715038	1.5210115932145996
3of5FH_A	2010-08-13	x-ray diffraction	1.52	1.524641732483561	1.524698718389422
1pg6FH_A	2003-05-27	x-ray diffraction	1.7	1.5221288369089017	1.5225790532012726
3c0fFH_B	2008-01-20	x-ray diffraction	1.8	1.527666414618292	1.5274058945854803
1akoFH_A	1997-05-26	x-ray diffraction	1.7	1.525363653641594	1.5259026031786682
2jikFH_A	2007-06-28	x-ray diffraction	1.35	1.5227048484158539	1.5237166865437728
2dsjFH_B	2006-06-30	x-ray diffraction	1.8	1.5249470164644647	1.5253154394032782
2cyeFH_C	2005-07-06	x-ray diffraction	1.9	1.5243799124882569	1.5234837546421058
1qsgFH_A	1999-06-21	x-ray diffraction	1.75	1.529864812514402	1.5293871750698074
1ikpFH_A	2001-05-04	x-ray diffraction	1.45	1.5242530106822014	1.5243955658429638
2j0vFH_C	2006-08-07	x-ray diffraction	1.78	1.529760202641625	1.530168426548083
3ll7FH_A	2010-01-28	x-ray diffraction	1.8	1.5269381369869843	1.527350686656999
3gasFH_E	2009-02-18	x-ray diffraction	1.8	1.5252904134393253	1.525125477280764
1t8tFH_B	2004-05-13	x-ray diffraction	1.85	1.5251190166972055	1.5250043104973616
1v6sFH_A	2003-12-04	x-ray diffraction	1.5	1.523887849869466	1.5243367250629751
2buuFH_A	2005-06-17	x-ray diffraction	1.8	1.5275059836967482	1.527080093992137
1es5FH_A	2000-04-07	x-ray diffraction	1.4	1.526088233838936	1.5260052511865712
2p2dFH_C	2007-03-07	x-ray diffraction	1.89	1.526789543353777	1.5279023356587578
2hngFH_A	2006-07-12	x-ray diffraction	1.63	1.5231103212089738	1.5226952088372996
1z1lFH_A	2005-03-04	x-ray diffraction	1.7	1.526571488984535	1.5265327465648184
2qtdFH_A	2007-08-01	x-ray diffraction	1.7	1.5263823114020874	1.5284163081274103
1akyFH_A	1995-07-28	x-ray diffraction	1.63	1.529231019555498	1.5292244817066032
1fbnFH_A	1999-04-25	x-ray diffraction	1.6	1.5265248251689136	1.526793673242972
2wuhFH_A	2009-10-05	x-ray diffraction	1.6	nan	1.5232808733840482
3gvgFH_B	2009-03-31	x-ray diffraction	1.55	1.5248575281035524	1.5253863244344419
2pv2FH_A	2007-05-09	x-ray diffraction	1.3	1.5228550388733606	1.5230278678344615
1atzFH_B	1997-08-15	x-ray diffraction	1.8	1.5258765503086074	1.5259628621560302
1ecoFH_A	1979-03-07	x-ray diffraction	1.4	1.5271777277183842	1.5282614033997932
1wm2FH_A	2004-07-02	x-ray diffraction	1.6	1.5229820302714994	1.5225402643287564
2og1FH_A	2007-01-04	x-ray diffraction	1.6	1.5242666425930715	1.524863561447233
3lkfFH_A	1998-07-28	x-ray diffraction	1.9	1.5265974704617598	1.5261791885281673
3hl1FH_A	2009-05-26	x-ray diffraction	1.95	1.5271054781692541	1.527535671351723
1d2tFH_A	1999-09-28	x-ray diffraction	1.9	1.529108224389587	1.5278926539059647
2wqfFH_A	2009-08-20	x-ray diffraction	1.35	1.5258397206672705	1.5257866265926718
3c5kFH_A	2008-01-31	x-ray diffraction	1.55	1.5264441339390815	1.5271138788209342
3opkFH_A	2010-09-01	x-ray diffraction	1.9	1.526485542229276	1.526172428736609
2dg5FH_C	2006-03-08	x-ray diffraction	1.6	1.5240052441656935	1.5245824427853218
2bkaFH_A	2005-02-14	x-ray diffraction	1.7	nan	1.5246401306306905
1o4wFH_A	2003-07-16	x-ray diffraction	1.9	1.5290893256575808	1.5299000585464968
1r6wFH_A	2003-10-17	x-ray diffraction	1.62	1.5225623805649438	1.521715150943626
1nofFH_A	2003-01-16	x-ray diffraction	1.42	1.5235920664506037	1.5241969674101592
3kc2FH_B	2009-10-20	x-ray diffraction	1.55	1.5246731735925811	1.5250929599429408
3enbFH_A	2008-09-25	x-ray diffraction	1.85	1.5271195130999342	1.5268791454882082
2wanFH_A	2009-02-10	x-ray diffraction	1.65	1.5276556506357342	1.5276428925109984
1ky3FH_A	2002-02-02	x-ray diffraction	1.35	1.522386130532415	1.5223319638280546
2g9fFH_A	2006-03-06	x-ray diffraction	1.9	1.5218842806368214	1.5229229850988564
3hd4FH_A	2009-05-06	x-ray diffraction	1.75	1.5215755069595533	1.5208342382556903
1n63FH_E	2002-11-08	x-ray diffraction	1.21	1.522852631478308	1.5230341558476885
3l5iFH_A	2009-12-22	x-ray diffraction	1.9	1.52263962695305	1.5224211873571818
1ugxFH_A	2003-06-22	x-ray diffraction	1.6	1.5206334771336205	1.5207215873747812
2z0xFH_A	2007-05-07	x-ray diffraction	1.64	1.5224415153970137	1.5227499900701984
1xa4FH_A	2004-08-25	x-ray diffraction	1.9	1.5282113401792499	1.5283176941002892
1s9uFH_A	2004-02-05	x-ray diffraction	1.38	1.5228580030181915	1.5219934226279472
2o57FH_C	2006-12-05	x-ray diffraction	1.95	1.5301434229836062	1.5300899995372066
3ilwFH_A	2009-08-07	x-ray diffraction	1.6	1.5276555810789039	1.527660413718022
3c4bFH_A	2008-01-29	x-ray diffraction	1.68	1.5286420523340412	1.5284597123733428
1ukzFH_A	1994-07-13	x-ray diffraction	1.9	1.5214549656371312	1.5215059903225483
1elvFH_A	2000-03-14	x-ray diffraction	1.7	1.5215289761391553	1.521181223637222
1zuwFH_C	2005-06-01	x-ray diffraction	1.75	1.5263449884629612	1.5257480858834742
